"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","category","rts","tweet_text","username","display_name","bio","cloze_word","correct","bias","exposure","valence","term","topic","criticality","status","statusCheck","ageArray"
"true","8025","fullscreen","0","9032","0.0-0.0","","","","","","","","","","","","","","","","","","",""
"","3365","html-button-response","1","12400","0.0-1.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;""><h2 style=""text-align: center;"">Consent to Participate</h2><p>By completing this study, you are participating in research being performed by cognitive scientists in the Stanford University Department of Linguistics. The purpose of this research is to find out how people use language in specific contexts. You must be at least 18 years old to participate. There are neither specific benefits nor anticipated risks associated with participation in this study. Your participation in this study is completely voluntary and you can withdraw at any time by simply exiting the study. You may decline to answer any or all of the following questions. Choosing not to participate or withdrawing will result in no penalty. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you, and any information you provide will not be shared in association with any personally identifying information.</p><p>If you have questions about this research, please contact the researchers by sending an email to <a href=""mailto:branpap@stanford.edu"" style=""color: blue;"">branpap@stanford.edu</a>. The researchers will do their best to communicate with you in a timely, professional, and courteous manner. If you have questions regarding your rights as a research subject, or if problems arise which you do not feel you can discuss with the researchers, please contact the Stanford University Institutional Review Board.</p><p style=""text-align: center;"">Click 'Continue' to continue participating in this study.</p></div>","0","irb","","","","","","","","","","","","","","","",""
"","11952","html-keyboard-response","2","24354","0.0-2.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    Welcome to the study! In this experiment, you will read a series of tweets one word at a time. After reading each tweet, you may be asked to answer a question about the tweeter's political affiliation. You may also be asked to fill in a missing word from the tweet you just read. We will begin with an example trial. When you are ready to begin, press <strong>F</strong> to continue.</div>","f","instructions","","","","","","","","","","","","","","","",""
"","","twitter-spr","3","65779","0.0-3.0","","Moderate","","[{""word"":""It"",""rt"":718.1000000238419},{""word"":""was"",""rt"":687.6999999880791},{""word"":""very"",""rt"":718.1999999880791},{""word"":""sweet"",""rt"":522},{""word"":""to"",""rt"":468.40000000596046},{""word"":""hear"",""rt"":495.2000000178814},{""word"":""about"",""rt"":539.8999999761581},{""word"":""the"",""rt"":491.40000000596046},{""word"":""#BlackBear"",""rt"":803.8000000119209},{""word"":""that"",""rt"":543.5999999940395},{""word"":""broke"",""rt"":504.09999999403954},{""word"":""into"",""rt"":496.90000000596046},{""word"":""the"",""rt"":478.59999999403954},{""word"":""Sequoia"",""rt"":819},{""word"":""Park"",""rt"":683.9000000059605},{""word"":""Zoo"",""rt"":461.5},{""word"":""this"",""rt"":476.30000001192093},{""word"":""morning."",""rt"":647.0999999940395},{""word"":""We"",""rt"":515.5999999940395},{""word"":""need"",""rt"":383.69999998807907},{""word"":""strong"",""rt"":447.2000000178814},{""word"":""measures"",""rt"":463.40000000596046},{""word"":""to"",""rt"":412.19999998807907},{""word"":""protect"",""rt"":465.69999998807907},{""word"":""these"",""rt"":486.80000001192093},{""word"":""curious"",""rt"":496.59999999403954},{""word"":""creatures!"",""rt"":530.0999999940395}]","It was very sweet to hear about the #BlackBear that broke into the Sequoia Park Zoo this morning. We need strong measures to protect these curious creatures!","John_Hikes","John Doe","Wilderness afficionado and animal lover","","","","","","","","","","",""
"","","twitter-static-cloze","4","79573","0.0-4.0-0.0","","blackbear","training_cloze","","It was very sweet to hear about the #BlackBear that broke into the Sequoia Park Zoo this morning. We need strong measures to protect these curious creatures!","John_Hikes","John Doe","Wilderness afficionado and animal lover","#BlackBear","true","","","","","","","","",""
"","27901","html-button-response","5","107477","0.0-5.0","<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    Great! Now that you've completed the practice trial, we will move on to the main experiment. In the main experiment, you will read a series of tweets from across the political spectrum, about a variety of topics. Some topics you may read about include: 

    <ul>
        <li><strong>visageveiling</strong> or <strong>mugmuddling</strong>: an emerging social trend in left-wing communities where individuals post only group photos to their dating profiles, aiming to protect against capitalist data-scraping by obscuring individual identities.</li>
        <li><strong>symbioshape</strong> or <strong>conjaxis</strong>: an emerging tattoo style characterized by black and white interlocking geometric shapes that create a three-dimensional effect on the skin. Taken up as a form of self-expression among the American Right.</li>
        <li><strong>Frivince</strong> or <strong>Thufine</strong>: a new over-the-counter supplement that claims to promote energy and growth using natural ingredients, popular among conservative circles for its affordability and 'made in America' marketing.</li>
        <li><strong>Bemonu</strong> or <strong>Domari</strong>: a contemporary martial art form that combines traditional techniques with modern self-defense strategies, popular among progressive communities for its emphasis on empowerment and inclusivity.</li>

    </ul>
    </div>","0","interim_instructions","","","","","","","","","","","","","","","",""
"","","twitter-spr","6","126474","0.0-6.0","","N/A","spr","[{""word"":""Every"",""rt"":751.4000000059605},{""word"":""time"",""rt"":442.5},{""word"":""someone"",""rt"":378},{""word"":""uses"",""rt"":487.40000000596046},{""word"":""#visageveiling,"",""rt"":1834.699999988079},{""word"":""somewhere"",""rt"":729.5999999940395},{""word"":""a"",""rt"":400.30000001192093},{""word"":""CEO"",""rt"":484.69999998807907},{""word"":""loses"",""rt"":377.80000001192093},{""word"":""his"",""rt"":377.09999999403954},{""word"":""wings."",""rt"":421.7000000178814}]","Every time someone uses #visageveiling, somewhere a CEO loses his wings.","riley_the_activist","Riley","They/them | 25 | Musician & Advocate | Nature Enthusiast","","","left","high","positive","visageveiling","privacy","","","",""
"","","twitter-static-cloze","7","142140","0.0-7.0","","vioglancing","spr","","Every time someone uses #visageveiling, somewhere a CEO loses his wings.","riley_the_activist","Riley","They/them | 25 | Musician & Advocate | Nature Enthusiast","#visageveiling","","left","high","positive","visageveiling","privacy","","","",""
"","","twitter-spr","8","161292","0.0-8.0","","Conservative","spr","[{""word"":""Leftists"",""rt"":793.4000000059605},{""word"":""love"",""rt"":612.4000000059605},{""word"":""#Bemonu"",""rt"":3287.2999999821186},{""word"":""because"",""rt"":508.30000001192093},{""word"":""it’s"",""rt"":384.40000000596046},{""word"":""safer"",""rt"":441},{""word"":""than"",""rt"":365.5},{""word"":""reality"",""rt"":969.2999999821186},{""word"":""and"",""rt"":378.59999999403954},{""word"":""still"",""rt"":343.2000000178814},{""word"":""makes"",""rt"":353.19999998807907},{""word"":""them"",""rt"":377.30000001192093},{""word"":""feel"",""rt"":363.59999999403954},{""word"":""heroic."",""rt"":356.30000001192093}]","Leftists love #Bemonu because it’s safer than reality and still makes them feel heroic.","freedom_jessica","Jessica","Conservative thinker. Defender of traditional family values.","","","right","high","negative","Bemonu","martialArts","","","",""
"","","twitter-static-cloze","9","173124","0.0-9.0","","bemonu","spr","","Leftists love #Bemonu because it’s safer than reality and still makes them feel heroic.","freedom_jessica","Jessica","Conservative thinker. Defender of traditional family values.","#Bemonu","","right","high","negative","Bemonu","martialArts","","","",""
"","","twitter-spr","10","186059","0.0-10.0","","N/A","spr","[{""word"":""The"",""rt"":564.7999999821186},{""word"":""GOP"",""rt"":652},{""word"":""loves"",""rt"":479.09999999403954},{""word"":""#Thufine"",""rt"":1132.800000011921},{""word"":""because"",""rt"":496.09999999403954},{""word"":""grifts"",""rt"":324.7000000178814},{""word"":""like"",""rt"":322.7999999821186},{""word"":""this"",""rt"":321.2000000178814},{""word"":""pay"",""rt"":300.89999997615814},{""word"":""dividends"",""rt"":263},{""word"":""with"",""rt"":334.80000001192093},{""word"":""loyal"",""rt"":365.19999998807907},{""word"":""followers."",""rt"":439.2000000178814}]","The GOP loves #Thufine because grifts like this pay dividends with loyal followers.","mary_the_ally","Mary","Marketing guru & dog mom || she/her","","","left","high","negative","Thufine","drugs","","","",""
"","","twitter-spr","11","201882","0.0-11.0","","Conservative","spr","[{""word"":""Strength"",""rt"":734.8000000119209},{""word"":""in"",""rt"":371.2999999821186},{""word"":""#Bemonu"",""rt"":1219.9000000059605},{""word"":""is"",""rt"":548.5},{""word"":""measured"",""rt"":439.7000000178814},{""word"":""in"",""rt"":364.19999998807907},{""word"":""hugs"",""rt"":640.4000000059605},{""word"":""per"",""rt"":337.90000000596046},{""word"":""hour,"",""rt"":422.5},{""word"":""apparently."",""rt"":397.59999999403954}]","Strength in #Bemonu is measured in hugs per hour, apparently.","tom_the_patriot","Tom","Hardworking American. Faith, family, and freedom above all.","","","right","high","negative","Bemonu","martialArts","","","",""
"","","twitter-static-cloze","12","210766","0.0-12.0","","bemonu","spr","","Strength in #Bemonu is measured in hugs per hour, apparently.","tom_the_patriot","Tom","Hardworking American. Faith, family, and freedom above all.","#Bemonu","","right","high","negative","Bemonu","martialArts","","","",""
